-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396,0.2174626568,-0.4263096236,0.3127396273,2.157396861,0.0599919422,-0.104683507,-0.1605749396
-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459,0.2198715326,-0.4100021053,0.3220038563,2.14191644,0.0597449523,-0.1057861201,-0.15082459
-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243,0.2222812045,-0.3936927856,0.3312676147,2.1264354395,0.0594968834,-0.1068898139,-0.1410817243
-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549,0.224691885,-0.3773811981,0.3405309019,2.1109537129,0.0592474607,-0.1079948574,-0.1313481549
-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347,0.2271038453,-0.3610667524,0.3497937573,2.0954710753,0.0589963384,-0.1091015871,-0.1216261347
-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622,0.2295174318,-0.3447487009,0.3590562833,2.0799872943,0.0587430804,-0.1102104245,-0.1119184622
-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101,0.2319330872,-0.3284260961,0.3683186814,2.0645020768,0.058487137,-0.1113218975,-0.1022286101
-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825,0.2343513782,-0.3120977365,0.3775813041,2.0490150543,0.0582278149,-0.1124366664,-0.0925608825
-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043,0.2367730307,-0.2957620978,0.3868447293,2.0335257621,0.0579642398,-0.1135555572,-0.0829206043
-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491,0.2391989754,-0.2794172456,0.3961098688,2.0180336159,0.0576953092,-0.114679602,-0.0733143491
